Result Time,Granularity Period,Object Name,Reliability,"L.Cell.Avail.Dur","L.Cell.Unavail.Dur.EnergySaving","L.Cell.Unavail.Dur.Manual","L.Cell.Unavail.Dur.Sys","L.Cell.Unavail.Dur.Sys.S1Fail","L.Voice.E2EVQI.Accept.Times","L.Voice.E2EVQI.Bad.Times","L.Voice.E2EVQI.Excellent.Times","L.Voice.E2EVQI.Good.Times","L.Voice.E2EVQI.Poor.Times"
,Minutes,,,s,s,s,s,s,None,None,None,None,None
2022-07-22 14:00+09:00,15,"ZZP077_PAB0124_HV_KAMLIN/Cell:eNodeB Function Name=ZZP077_PAB0124_HV_KAMLIN, Local Cell ID=22, Cell Name=ZZP077MT1_PAB0124_HV_KAMLIN_MT02, eNodeB ID=1041077, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP077_PAB0124_HV_KAMLIN/Cell:eNodeB Function Name=ZZP077_PAB0124_HV_KAMLIN, Local Cell ID=12, Cell Name=ZZP077MT1_PAB0124_HV_KAMLIN_MT01, eNodeB ID=1041077, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP074_PAB0121_HV_KLAWAREN/Cell:eNodeB Function Name=ZZP074_PAB0121_HV_KLAWAREN, Local Cell ID=22, Cell Name=ZZP074MT1_PAB0121_HV_KLAWAREN_MT02, eNodeB ID=1041074, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP074_PAB0121_HV_KLAWAREN/Cell:eNodeB Function Name=ZZP074_PAB0121_HV_KLAWAREN, Local Cell ID=12, Cell Name=ZZP074MT1_PAB0121_HV_KLAWAREN_MT01, eNodeB ID=1041074, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP072_PAB0112_HV_KABANMOLO/Cell:eNodeB Function Name=ZZP072_PAB0112_HV_KABANMOLO, Local Cell ID=22, Cell Name=ZZP072MT1_PAB0112_HV_KABANMOLO_MT02, eNodeB ID=1041072, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP072_PAB0112_HV_KABANMOLO/Cell:eNodeB Function Name=ZZP072_PAB0112_HV_KABANMOLO, Local Cell ID=12, Cell Name=ZZP072MT1_PAB0112_HV_KABANMOLO_MT01, eNodeB ID=1041072, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP028_PAB0023_HV_SERSELION/Cell:eNodeB Function Name=ZZP028_PAB0023_HV_SERSELION, Local Cell ID=22, Cell Name=ZZP028MT1_PAB0023_HV_SERSELION_MT02, eNodeB ID=1041028, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP028_PAB0023_HV_SERSELION/Cell:eNodeB Function Name=ZZP028_PAB0023_HV_SERSELION, Local Cell ID=12, Cell Name=ZZP028MT1_PAB0023_HV_SERSELION_MT01, eNodeB ID=1041028, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
2022-07-22 14:00+09:00,15,"ZZP313_PAB0833_HV_SAYOSA/Cell:eNodeB Function Name=ZZP313_PAB0833_HV_SAYOSA, Local Cell ID=22, Cell Name=ZZP313MT1_PAB0833_HV_SAYOSA_MT02, eNodeB ID=1041313, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,10,17,0,12,14
2022-07-22 14:00+09:00,15,"ZZP313_PAB0833_HV_SAYOSA/Cell:eNodeB Function Name=ZZP313_PAB0833_HV_SAYOSA, Local Cell ID=12, Cell Name=ZZP313MT1_PAB0833_HV_SAYOSA_MT01, eNodeB ID=1041313, Cell FDD TDD indication=CELL_FDD",Reliable,900,0,0,0,0,0,0,0,0,0
